Gene_acc,Gene_id,SMm1,SMm2,SMm3,SMm4,NST1m1,NST1m2,NST1m3,NST1m4,Desc
207,Tb927.10.1200,340570.0,342350.0,341290.0,360560.0,376420.0,455910.0,444140.0,431590.0,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
208,Tb11.v5.0489,28577.0,29713.0,27847.0,32833.0,34956.0,35494.0,37884.0,41856.0,"retrotransposon hot spot (RHS) protein, putative"
209,Tb11.v5.0493,15184.0,28902.0,29573.0,24278.0,58576.0,60190.0,59343.0,58728.0,"kinesin K39, putative"
210,Tb927.10.660,160010.0,159970.0,153960.0,136470.0,148640.0,148050.0,171520.0,147080.0,"2-oxoisovalerate dehydrogenase alpha subunit, putative"
211,Tb11.v5.0501,2794800.0,2952000.0,2879900.0,2777800.0,4015600.0,3897400.0,4306300.0,4056000.0,"40S ribosomal protein S3A, putative"
212,Tb927.10.3920,686560.0,779270.0,816830.0,755990.0,1013400.0,1042200.0,1005500.0,1037100.0,"hypothetical protein, conserved"
213,Tb927.10.2180,3350.0,2652.9,4269.0,4160.1,4599.3,3688.3,5446.3,5884.0,"Rtr1/RPAP2 family, putative"
214,Tb927.10.6880,11490000.0,12045000.0,11669000.0,11743000.0,14163000.0,14939000.0,15185000.0,14858000.0,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic"
215,Tb11.v5.0517,87306.0,79392.0,84511.0,78264.0,116120.0,121820.0,127750.0,116970.0,"hypothetical protein, conserved"
216,Tb927.8.3320,5461.8,4784.6,7200.8,5031.0,5656.0,8248.4,9813.8,7701.1,"Mitochondrial ATP synthase subunit, putative"
217,Tb11.v5.0520,76392.0,108300.0,101800.0,99693.0,124000.0,112780.0,134580.0,122320.0,"acetyltransferase, putative"
218,Tb927.1.780,155680.0,161060.0,161000.0,133100.0,174470.0,168530.0,187610.0,172030.0,leucine-rich repeat-containing protein
219,Tb927.10.16110,964250.0,1063500.0,986940.0,1005300.0,1262000.0,1354900.0,1333700.0,1378200.0,component of motile flagella 1
220,Tb927.9.3630,998470.0,947850.0,981120.0,968670.0,1330200.0,1378100.0,1466300.0,1403000.0,"BSD domain containing protein, putative"
221,Tb927.10.5620,38751000.0,38409000.0,36925000.0,33973000.0,42446000.0,43629000.0,45071000.0,43687000.0,"fructose-bisphosphate aldolase, glycosomal"
222,Tb927.10.70,9045.9,13843.0,12460.0,8419.8,13315.0,12226.0,16729.0,16405.0,"retrotransposon hot spot (RHS), putative, (fragment)"
223,Tb11.v5.0536,428180.0,429890.0,409240.0,418120.0,990660.0,987270.0,1070600.0,1042700.0,"hypothetical protein, conserved"
224,Tb11.v5.0537,8170900.0,8752100.0,9028900.0,8334900.0,8325900.0,8781200.0,8727100.0,8955000.0,"polyubiquitin, putative"
225,Tb927.8.5010,30101000.0,31927000.0,32753000.0,30292000.0,41917000.0,42392000.0,42118000.0,45075000.0,Paraflagellar rod protein 2-5
226,Tb927.10.6830,24120.0,21363.0,28937.0,21873.0,35100.0,33515.0,36301.0,29656.0,bardet-biedl syndrome 4 protein
227,Tb927.4.4860,873820.0,1123500.0,1072800.0,1160300.0,1623900.0,1588900.0,1603200.0,1343300.0,"amino acid transporter 8, putative"
228,Tb927.10.10960,13951000.0,14825000.0,14189000.0,13804000.0,20742000.0,20805000.0,21623000.0,21906000.0,"heat shock protein, putative"
229,Tb927.11.15470,7386.6,6746.6,10278.0,9768.0,8704.8,9402.2,10354.0,12013.0,methionyl-tRNA formyltransferase
230,Tb11.v5.0553,88111.0,104180.0,103710.0,92002.0,127530.0,122220.0,155780.0,130120.0,"ubiquitin hydrolase, putative"
231,Tb11.v5.0555,14412.0,14545.0,16109.0,14545.0,20343.0,15717.0,25929.0,23549.0,"hypothetical protein, conserved"
232,Tb927.10.13270,313850.0,273680.0,280990.0,317380.0,382570.0,386150.0,441030.0,389970.0,"Periodic tryptophan protein 2 homolog, putative"
233,Tb927.10.350,155560.0,154270.0,167070.0,146230.0,224290.0,225230.0,226040.0,216230.0,"protein kinase PK4, putative"
234,Tb927.7.6370,2004.2,2665.1,2525.2,1648.6,2528.8,1540.7,2842.5,1862.8,"Zinc finger, C3HC4 type (RING finger), putative"
235,Tb927.5.2540,187560.0,182730.0,191620.0,191090.0,264600.0,258300.0,249470.0,246890.0,"Organic solute transport protein 1, putative"
236,Tb11.v5.0581,46651.0,45269.0,64613.0,50998.0,65562.0,68402.0,80418.0,72027.0,"Sec8 exocyst complex component specific domain/Invariant surface glycoprotein, putative"
237,Tb927.11.4610,6685400.0,7103600.0,6956200.0,6880100.0,8986200.0,9700600.0,9661200.0,8709100.0,protein kinase A regulatory subunit
238,Tb11.v5.0594,354120.0,321610.0,348410.0,311160.0,406850.0,432770.0,478840.0,373610.0,"retrotransposon hot spot (RHS) protein, putative"
239,Tb927.10.4940,1447700.0,1646500.0,1581400.0,1502700.0,2101300.0,2112000.0,2206400.0,2317500.0,Nuclear Dbf2-related kinase
240,Tb927.10.4800,10866.0,12710.0,10283.0,8508.3,12164.0,13300.0,20493.0,15894.0,"J binding protein 3, putative"
241,Tb11.v5.0600,11888.0,13544.0,18159.0,14559.0,22231.0,24843.0,23720.0,23587.0,"HIT zinc finger, putative"
242,Tb927.7.2570,1560200.0,1435800.0,1661500.0,1536300.0,1666300.0,1710400.0,1937200.0,1896300.0,"guide RNA associated protein, GAP2"
243,Tb927.7.7070,1491900.0,1621600.0,1653500.0,1497300.0,1946600.0,2069700.0,2232600.0,2144100.0,"MYND finger, putative"
244,Tb11.v5.0616,1378000.0,1454500.0,1521400.0,1418500.0,1770500.0,1898700.0,1969200.0,1846200.0,"paraflagellar rod protein, putative"
245,Tb11.v5.0620,7564.9,5815.6,4545.7,8368.8,8390.6,8660.2,8092.2,7697.8,"COG4 transport protein, putative"
246,Tb11.v5.0622,12047.0,16894.0,29682.0,19515.0,24305.0,37870.0,31379.0,33141.0,"variant surface glycoprotein (VSG, atypical), putative"
247,Tb11.v5.0623,62619.0,58209.0,70344.0,67768.0,84822.0,94475.0,94704.0,84095.0,"hypothetical protein, conserved"
248,Tb11.v5.0624,1385700.0,1303900.0,1434400.0,1376400.0,1938800.0,1865800.0,1971900.0,1803400.0,"retrotransposon hot spot protein (PHS), putative"
249,Tb927.10.14800,724520.0,766810.0,821710.0,736660.0,910550.0,938550.0,924190.0,876410.0,"mitogen-activated protein kinase 9, putative"
250,Tb927.10.960,149040.0,159970.0,165500.0,152560.0,188980.0,223700.0,205610.0,199220.0,U4/U6-specific protein PRP4
251,Tb11.v5.0633,0.0,0.0,1498.8,0.0,2621.2,0.0,0.0,2985.2,"protein kinase, putative"
252,Tb11.v5.0636,19608000.0,19839000.0,20328000.0,19659000.0,26637000.0,27139000.0,28610000.0,27680000.0,"C-terminal motor kinesin, putative"
253,Tb927.10.380,42111.0,40125.0,46021.0,48495.0,50329.0,58879.0,60183.0,53824.0,kinetoplast ribosomal PPR-repeat containing protein 5
254,Tb927.5.1230,474710.0,489190.0,537800.0,471260.0,676640.0,682340.0,682710.0,707520.0,"hypothetical protein, conserved"
255,Tb927.11.6580,133930.0,127910.0,138060.0,144870.0,155820.0,182350.0,207370.0,174260.0,"hypothetical protein, conserved"
256,Tb927.10.2890,10188000.0,10845000.0,10949000.0,10410000.0,14481000.0,14588000.0,14695000.0,15099000.0,enolase
257,Tb927.7.3210,33347.0,31583.0,31307.0,31884.0,40376.0,50394.0,46310.0,40930.0,"Pseudokinase, putative"
258,Tb927.2.830,304790.0,319640.0,325740.0,337170.0,387050.0,411650.0,461060.0,386410.0,"retrotransposon hot spot protein 1 (RHS1), interrupted"
259,Tb927.11.15650,130000.0,116260.0,134660.0,138220.0,170810.0,132820.0,164770.0,165030.0,terminal uridylyltransferase 4
260,Tb927.10.8230,7503500.0,8161300.0,8225700.0,7518100.0,11485000.0,11159000.0,11319000.0,11592000.0,protein disulfide isomerase 2
261,Tb927.10.13010,478470.0,517760.0,526110.0,460420.0,631640.0,680250.0,681370.0,646650.0,cAMP-dependent protein kinase catalytic subunit 3
262,Tb927.4.2560,96666.0,125430.0,98361.0,88982.0,77823.0,133180.0,138370.0,127500.0,cardiolipin synthetase
264,Tb927.10.9100,70844.0,96223.0,86565.0,95333.0,89070.0,107270.0,96697.0,114450.0,"hypothetical protein, conserved"
265,Tb927.10.2770,1698500.0,1784300.0,1859200.0,1701900.0,2381600.0,2395800.0,2508900.0,2623700.0,"eukaryotic translation initiation factor 5, putative"
266,Tb11.v5.0688,525110.0,513390.0,448870.0,489170.0,589380.0,539640.0,649520.0,748510.0,"tRNA pseudouridine synthase D (TruD), putative"
267,Tb927.10.13210,108080.0,122840.0,124950.0,115070.0,177400.0,189140.0,189640.0,189090.0,"dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative"
268,Tb927.10.8650,203200.0,238750.0,214300.0,214690.0,254200.0,275520.0,306960.0,300970.0,"ran binding protein, putative"
269,Tb11.v5.0713,10088000.0,10696000.0,11020000.0,10196000.0,14850000.0,14842000.0,15262000.0,14784000.0,"Retrotransposon hot spot protein 6 (RHS6), putative"
270,Tb927.10.13780,5046600.0,5371100.0,5641100.0,5132700.0,7355200.0,7481500.0,7667600.0,7668300.0,Glycogen synthase kinase 3 short
271,Tb11.v5.0720,145770.0,138200.0,162120.0,143340.0,223310.0,247630.0,265430.0,241260.0,"hypothetical protein, conserved"
272,Tb11.v5.0721,7059.6,6182.6,7228.6,6661.2,10639.0,9113.7,12182.0,8970.2,"hypothetical protein, conserved"
273,Tb11.v5.0727,75525.0,89517.0,90072.0,83356.0,117000.0,110780.0,118770.0,109330.0,"flagellum transition zone component, putative"
275,Tb11.v5.0731,4597800.0,4800400.0,5090200.0,4730200.0,6106300.0,6417800.0,6536200.0,6609300.0,"65 kDa invariant surface glycoprotein, putative"
276,Tb11.v5.0735,219290.0,225580.0,212930.0,223590.0,283040.0,300140.0,336140.0,278360.0,"hypothetical protein, conserved"
277,Tb11.v5.0738,415160.0,445930.0,453440.0,420400.0,596230.0,592110.0,633960.0,533000.0,"thymidylate kinase, putative"
278,Tb927.3.3790,1389400.0,1505800.0,1457500.0,1443100.0,1849000.0,1811600.0,1909600.0,1869400.0,"hypothetical protein, conserved"
279,Tb927.6.1260,189690.0,258770.0,249540.0,210640.0,279990.0,281890.0,250580.0,306240.0,"proteasome beta-1 subunit, putative"
280,Tb927.11.6090,332630.0,315100.0,386800.0,340370.0,438520.0,463670.0,526430.0,466760.0,"tatD related deoxyribonuclease, putative"
281,Tb11.v5.0751,6681.4,7742.7,7910.1,8444.1,9338.3,11119.0,8031.8,10150.0,"dual specificity protein phosphatase, putative"
282,Tb927.10.3710,1563100.0,1558700.0,1601100.0,1645000.0,1849300.0,1977800.0,1925200.0,1919300.0,proteasome activator protein PA26
283,Tb11.v5.0775,65485.0,84042.0,72199.0,63839.0,81521.0,92648.0,98207.0,101370.0,"methyltransferase domain containing protein, putative"
285,Tb11.v5.0807,998730.0,1059500.0,1046400.0,879630.0,1289800.0,1312600.0,1368100.0,1302200.0,"ribonuclease, putative"
286,Tb927.10.6570,27368.0,27135.0,29858.0,27768.0,34617.0,37998.0,42525.0,39250.0,"TPR repeat, putative"
287,Tb11.v5.0813,30289.0,30283.0,30011.0,27279.0,42612.0,40339.0,46044.0,40058.0,expression site-associated gene 3 (ESAG3)-like protein
288,Tb927.3.2340,121540.0,125940.0,129610.0,121560.0,166250.0,180470.0,165900.0,159260.0,Peroxisome biogenesis protein 2
290,Tb927.9.6320,336360.0,354060.0,321090.0,321270.0,433710.0,485990.0,469750.0,485600.0,"hypothetical protein, conserved"
291,Tb11.v5.0831,497440.0,512230.0,545280.0,500120.0,717390.0,669530.0,778010.0,739020.0,"kinesin motor domain containing protein, putative"
292,Tb927.10.1800,38408.0,46575.0,37703.0,44416.0,66303.0,58162.0,63608.0,54306.0,"methyltransferase domain containing protein, putative"
293,Tb927.10.15400,69123.0,74221.0,70256.0,64910.0,68790.0,77083.0,85034.0,82470.0,"kinesin, putative"
294,Tb11.v5.0853,64148.0,55912.0,59219.0,56146.0,66486.0,72732.0,72618.0,73539.0,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative"
295,Tb927.8.4080,6971.7,4268.2,5771.4,5169.8,6684.8,11129.0,11956.0,7507.1,"hypothetical protein, conserved"
296,Tb11.v5.0885,53712.0,58751.0,55576.0,47196.0,51436.0,57220.0,61515.0,52426.0,"amino acid transporter, putative"
297,Tb11.v5.0903,457730.0,417790.0,454680.0,432210.0,611930.0,584320.0,630760.0,564450.0,"S-adenosylmethionine decarboxylase proenzyme, putative"
298,Tb927.9.3590,42476.0,44677.0,52410.0,59788.0,35086.0,58416.0,43808.0,59538.0,"monothiol glutaredoxin, putative"
299,Tb11.v5.0934,0.0,0.0,1638.6,0.0,10705.0,30813.0,4107.9,19023.0,"variant surface glycoprotein (VSG), putative"
300,Tb927.4.3120,32979.0,33192.0,34226.0,35035.0,50018.0,54210.0,52223.0,48507.0,"hook complex protein, conserved"
301,Tb927.4.3090,36552.0,34702.0,34937.0,30755.0,34431.0,34497.0,34044.0,34184.0,"hypothetical protein, conserved"
302,Tb927.4.3020,410740.0,343860.0,359220.0,358970.0,304580.0,324800.0,285730.0,368270.0,"ATP-dependent DEAH-box RNA helicase, putative"
303,Tb927.4.3000,44322.0,40339.0,36595.0,35123.0,54541.0,56292.0,50160.0,53848.0,"hypothetical protein, conserved"
304,Tb927.4.2990,583220.0,613760.0,618700.0,580210.0,780560.0,792720.0,848640.0,812550.0,"hypothetical protein, conserved"
306,Tb927.5.130,3112.4,3774.1,3611.9,3851.4,3151.8,3977.5,1500.9,4156.5,"variant surface glycoprotein (VSG)-related, putative"
307,Tb927.10.11640,63124.0,63785.0,70656.0,73193.0,99492.0,96802.0,101730.0,92892.0,"Protein prenyltransferase alpha subunit repeat, putative"
308,Tb927.10.3340,57248.0,48059.0,48214.0,50440.0,59680.0,54842.0,61724.0,66222.0,"CMGC/MAPK protein kinase, putative"
309,Tb11.v5.1026,610960.0,559330.0,618850.0,560960.0,794650.0,878340.0,896430.0,848180.0,"procyclin-associated gene 2-like protein, putative"
310,Tb11.v5.1038,9803.0,8822.2,10182.0,11140.0,15229.0,17699.0,17708.0,14872.0,"calpain-like cysteine peptidase, putative"
311,Tb927.10.2110,28142000.0,28497000.0,29508000.0,27932000.0,40185000.0,40221000.0,42304000.0,39471000.0,elongation factor 1-alpha
312,Tb927.3.4330,26327000.0,27729000.0,27593000.0,26792000.0,34832000.0,36765000.0,36837000.0,37111000.0,Paraflagellar rod protein 1-5
313,Tb927.10.12040,3627700.0,3525200.0,3620100.0,3619700.0,4879300.0,5133200.0,5248900.0,5069300.0,"mitogen-activated protein kinase 11, putative"
314,Tb927.11.3600,21021000.0,23755000.0,23701000.0,22570000.0,30889000.0,30220000.0,34706000.0,33300000.0,"40S ribosomal protein S4, putative"
315,Tb427.BES10.2,3078200.0,2890500.0,2917600.0,2848800.0,1345400.0,1399900.0,1360200.0,1302500.0,none
317,Tb427.BES40.15,3153700.0,3271300.0,3384100.0,3228900.0,4850200.0,5060300.0,5322400.0,5086600.0,none
318,Tb427.BES126.9,4285.7,4116.8,3839.3,8570.3,137260.0,163600.0,159110.0,145960.0,none
319,Tb427.BES129.1,313990.0,327530.0,348210.0,319770.0,445920.0,458060.0,487320.0,509760.0,none
320,Tb427.BES129.10,42746.0,45438.0,40487.0,44661.0,291150.0,253790.0,292210.0,319830.0,none
321,Tb427.BES28.3,3417500.0,3388900.0,3704500.0,3383100.0,1666100.0,1721400.0,1738700.0,1637200.0,none
322,Tb427.BES40.3,907620.0,909800.0,958270.0,813890.0,370240.0,408770.0,451000.0,407920.0,none
323,Tb427.BES134.1,18049.0,18821.0,19309.0,18070.0,32155.0,36048.0,32713.0,33506.0,none
324,Tb427.BES4.11,7009.4,5077.3,5885.3,4780.0,10438.0,10774.0,12250.0,8513.5,none
325,Tb427.BES98.9,428930.0,405020.0,416910.0,370470.0,581350.0,598510.0,637890.0,617300.0,none
326,Tb927.7.7510,1024900.0,1011300.0,904200.0,875530.0,1112800.0,1198900.0,1314400.0,1284600.0,hypothetical protein
328,Tb427.BES29.9,8940.2,9591.1,13472.0,10651.0,12055.0,14198.0,19823.0,13540.0,none
329,Tb427.BES40.10,6091300.0,6079800.0,6280400.0,5467800.0,8158100.0,8845500.0,8862600.0,8712200.0,none
330,Tb427.BES56.6,4036.5,6950.1,5635.3,4743.6,6199.1,6286.5,7109.5,7318.1,none
331,Tb427.BES40.16,1645800.0,1594900.0,1693900.0,1659400.0,2156000.0,2481300.0,2786100.0,2545100.0,none
332,Tb427.BES40.20,1113400.0,1158500.0,1278600.0,1108700.0,1755600.0,1729200.0,1799900.0,1969100.0,none
333,Tb427.BES40.22,140550000.0,152770000.0,144130000.0,143510000.0,190750000.0,193240000.0,196180000.0,196300000.0,none
334,Tb427.BES40.7,764550.0,764740.0,818690.0,797290.0,1190100.0,1222600.0,1337300.0,1249400.0,none
335,Tb427.BES51.12,6758.7,5588.7,4193.1,3626.8,8554.5,12450.0,12084.0,7979.1,none
336,Tb427.BES51.4,580850.0,598780.0,575040.0,593430.0,693450.0,693110.0,676720.0,677150.0,none
337,Tb427.BES64.2,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,0.0,none
338,Tb427.BES98.3,3880700.0,4187900.0,3963900.0,3993900.0,5044000.0,5008400.0,5353200.0,4925800.0,none
340,Tb927.1.1060,144110.0,136110.0,147840.0,128980.0,183220.0,189520.0,211150.0,189720.0,"Cell cycle checkpoint protein RAD1-like, putative"
341,Tb927.1.1100,3628.1,3710.4,2639.1,3479.0,4262.7,5854.3,4527.8,4047.4,Basal body protein
342,Tb927.1.120,9360100.0,9851900.0,10497000.0,9917300.0,13120000.0,13977000.0,13820000.0,13719000.0,"retrotransposon hot spot protein 4 (RHS4), putative"
343,Tb927.1.1200,26992.0,39968.0,33367.0,38992.0,47973.0,46144.0,44025.0,49222.0,Mitochondrial ribosomal protein S15
344,Tb927.1.1220,142990.0,153050.0,148130.0,142410.0,178950.0,192660.0,213030.0,195100.0,RWD domain-containing protein
345,Tb927.1.1380,2276600.0,2247600.0,2592200.0,2243100.0,3068300.0,3209000.0,3509900.0,3177300.0,"serine/threonine protein phosphatase 2A regulatory subunit, putative"
346,Tb927.1.1390,90487.0,98349.0,109740.0,88597.0,109050.0,131370.0,127130.0,126660.0,"hypothetical protein, conserved"
347,Tb927.1.1400,264120.0,277960.0,265490.0,267560.0,343310.0,350300.0,394370.0,365250.0,"Overproducer of inositol protein 10 homolog, putative"
348,Tb927.1.1420,380800.0,362490.0,359600.0,340590.0,500190.0,506020.0,515510.0,493930.0,"conserved protein, unknown function"
349,Tb927.1.1500,275790.0,307180.0,331850.0,302140.0,431880.0,458170.0,459490.0,438970.0,"conserved protein, unknown function"
350,Tb927.1.1530,322620.0,294080.0,332880.0,297010.0,429900.0,452490.0,476930.0,437580.0,"STE group serine/threonine-protein kinase, putative"
351,Tb927.1.1540,55056.0,45813.0,53977.0,50015.0,66747.0,72023.0,77322.0,72401.0,"Tubulin/FtsZ family, putative"
352,Tb927.1.1550,2859.5,4399.8,5652.4,3451.9,5101.0,6895.9,5593.4,4161.1,"tubulin-tyrosine ligase, putative"
353,Tb927.1.1580,129150.0,129640.0,126910.0,119910.0,121660.0,122470.0,156940.0,124910.0,"electron transport protein SCO1/2, putative"
354,Tb927.1.1610,43361.0,38554.0,40834.0,35250.0,39931.0,46486.0,47088.0,47414.0,"hypothetical protein, conserved"
355,Tb927.1.1620,3251.2,2976.2,3346.9,6345.6,8944.3,8719.9,8723.2,8977.4,"ATP-dependent DEAD/H RNA helicase, putative"
356,Tb927.1.1630,288640.0,294230.0,292870.0,267070.0,359520.0,380690.0,478430.0,423650.0,transcription elongation factor 1 homolog
357,Tb927.1.1670,1760500.0,1782000.0,1965800.0,1827700.0,2243900.0,2316300.0,2463300.0,2306700.0,ARM-like helical domain-containing protein
358,Tb927.1.1700,170610.0,187030.0,177900.0,170920.0,226360.0,257630.0,270600.0,250740.0,"AATF protein, putative"
359,Tb927.1.1710,1153300.0,1240100.0,1336600.0,1231300.0,1585800.0,1733800.0,1616100.0,1694700.0,"transmembrane protein, conserved"
360,Tb927.1.1720,104320.0,108050.0,127670.0,123390.0,166280.0,169750.0,162110.0,162650.0,"cyclophilin 15, putative"
361,Tb927.1.1730,146870.0,141750.0,124590.0,132080.0,164930.0,190010.0,189580.0,166180.0,"Polyadenylation mediator complex protein PAMC1, putative"
362,Tb927.1.1770,57197.0,56672.0,61577.0,55942.0,83972.0,75938.0,88840.0,76012.0,Dithiol glutaredoxin 2
363,Tb927.1.1790,189100.0,181130.0,193470.0,199990.0,197610.0,207860.0,221240.0,177120.0,"hypothetical PIN domain-containing protein, conserved"
364,Tb927.1.180,11512.0,23306.0,16935.0,19711.0,22768.0,16745.0,15940.0,40363.0,"retrotransposon hot spot protein 1 (RHS1), putative"
365,Tb927.1.1820,1205.2,3117.3,1950.6,1944.7,1935.0,2365.5,3493.6,3357.3,hypothetical PIN domain-containing protein
366,Tb927.1.1880,4803.8,3712.5,6210.1,3924.1,9573.3,8392.0,6963.6,8017.4,WD40 repeat-containing protein
367,Tb927.1.1890,13054.0,15599.0,15013.0,15221.0,15887.0,16108.0,13662.0,20629.0,Replication Factor C Subunit 1-related protein
368,Tb927.1.190,804990.0,759680.0,817600.0,799290.0,1009700.0,1046200.0,1138900.0,1062900.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
369,Tb927.1.1910,138580.0,152800.0,157900.0,140350.0,192630.0,181880.0,212020.0,189310.0,MORN repeat-containing protein
370,Tb927.1.1920,19436.0,22546.0,20882.0,22035.0,31784.0,30118.0,27882.0,34479.0,"conserved protein, unknown function"
371,Tb927.1.1930,229370.0,257240.0,261560.0,232830.0,325370.0,340250.0,360590.0,347420.0,"phosphatidylinositol 3-kinase, putative"
372,Tb927.1.1960,248660.0,254120.0,258510.0,240470.0,412300.0,390980.0,353590.0,358920.0,"chaperone protein DnaJ, putative"
373,Tb927.1.1980,78465.0,94204.0,110160.0,90692.0,123690.0,118650.0,128100.0,142180.0,"protein transport protein YIF1, putative"
374,Tb927.1.2100,2979100.0,2958800.0,3049800.0,3000900.0,3787100.0,3933100.0,4213000.0,3954200.0,Calpain-like protein 1.1
375,Tb927.1.2120,918760.0,932690.0,1003200.0,874950.0,1373500.0,1399300.0,1454100.0,1362000.0,Calpain-like protein CALP1.3
376,Tb927.1.2190,107100.0,109950.0,112140.0,106210.0,144670.0,134260.0,143820.0,133050.0,"Raptor N-terminal CASPase like domain containing protein, putative"
377,Tb927.1.220,7538300.0,7885400.0,7901000.0,7478900.0,9668700.0,9882000.0,10778000.0,10099000.0,"retrotransposon hot spot protein 1 (RHS1), putative"
378,Tb927.1.2210,141280.0,146880.0,140440.0,157200.0,191560.0,204490.0,221020.0,211250.0,"nucleosome assembly protein (NAP), putative"
